date,company,ticker,product_category,region,sales_volume,revenue,price,marketing_spend,discount_rate,inventory_level,promotion_flag,holiday_flag,sentiment_score,positive_mentions,negative_mentions,neutral_mentions,news_volume,social_buzz_index,open_price,close_price,high_price,low_price,volume,sector_index,market_return,sales_lag_7,sales_rolling_mean_30,sentiment_lag_1,sentiment_rolling_mean_7,stock_pct_change,volatility_index,marketing_growth_rate
2020-01-27,Amazon,AMZN,Retail,Global,920.4,13976.87,15.18565232841254,79423.2,0.028,1848,0,0,-0.0054,0,0,71,71,71.38,15.1738,15.1857,15.2866,15.0982,1173995,0.995898,-0.000924,873.19,895.9492592592593,-0.0041,-0.0035285714285714287,-0.006964334758896573,0.20122638873617266,0.05757999440738226
2020-01-28,Amazon,AMZN,Retail,Global,882.19,13150.67,14.906843535743516,80843.55,0.018,1525,0,0,-0.0054,0,0,84,84,84.46,14.8982,14.9068,15.0306,14.718,1396688,0.996198,0.000302,876.09,895.4578571428572,-0.0054,-0.004,-0.018365962714922635,0.2552856943000859,0.017883313691717362
2020-01-29,Amazon,AMZN,Retail,Global,930.49,13788.96,14.819035065032907,81411.48,0.015,2278,0,0,-0.0047,0,0,61,61,61.28,14.837,14.819,14.8701,14.7887,1575424,0.995718,-0.000482,802.58,896.6658620689656,-0.0054,-0.004414285714285714,-0.0058899294281804515,0.28967073097042956,0.007025050235918595
2020-01-30,Amazon,AMZN,Retail,Global,897.02,13315.22,14.843834526264608,79310.72,0.008,2060,0,0,-0.0039,0,0,61,61,61.24,14.853,14.8438,14.8633,14.7855,1215421,0.995484,-0.000234,888.86,896.6776666666667,-0.0047,-0.004685714285714286,0.0016735272285579583,0.26243416226512806,-0.02580422318817932
2020-01-31,Amazon,AMZN,Retail,Global,829.8,12204.85,14.708188231829862,70078.41,0.014,2222,0,0,-0.0057,0,0,63,63,63.36,14.767,14.7082,14.8286,14.6182,1167262,0.995003,-0.000484,869.2,896.2810000000001,-0.0039,-0.0049,-0.009135127123782283,0.20865487453365691,-0.11640683630157433
2020-02-01,Amazon,AMZN,Retail,Global,1193.97,17418.86,14.589022642076634,136790.89,0.05,1596,1,0,-0.0031,0,0,77,77,77.24,14.6159,14.589,14.6215,14.5565,1187475,0.996485,0.001489,862.77,896.7356666666667,-0.0057,-0.004614285714285715,-0.008104322758733185,0.25114199455399866,0.9519690871981827
2020-02-02,Amazon,AMZN,Retail,Global,864.94,12557.16,14.517960351446492,77292.71,0.018,1787,0,0,-0.0033,0,0,86,86,86.28,14.4957,14.518,14.5894,14.4018,2249731,0.996474,-1.1e-05,876.13,898.2686666666667,-0.0031,-0.0045,-0.004866680375625432,0.22165968231027922,-0.43495718172460174
2020-02-03,Amazon,AMZN,Retail,Global,946.08,13809.67,14.596726517642189,81687.8,0.021,1715,0,0,-0.0042,0,0,58,58,58.24,14.5851,14.5967,14.6764,14.5738,1283462,0.995628,-0.000849,920.4,901.502,-0.0033,-0.004328571428571429,0.005420856867337065,0.14879511480712343,0.05686293054027991
2020-02-04,Amazon,AMZN,Retail,Global,1059.91,15285.77,14.421765504133198,120402.53,0.067,2222,1,0,-0.0037,0,0,65,65,65.24,14.3822,14.4218,14.4226,14.2991,1817211,0.996286,0.000661,882.19,905.2733333333332,-0.0042,-0.004085714285714285,-0.011982160351312388,0.1555414827534171,0.47393527552461934
2020-02-05,Amazon,AMZN,Retail,Global,1052.81,15260.2,14.494736192118275,88462.97,0.016,1375,0,0,-0.0063,0,0,65,65,65.41,14.4665,14.4947,14.5136,14.3284,1143537,0.995309,-0.00098,930.49,911.8666666666667,-0.0037,-0.004314285714285714,0.005054847522500738,0.14185350088832574,-0.2652731632798746
2020-02-06,Amazon,AMZN,Retail,Global,1022.42,14512.85,14.194608230527342,88384.26,0.019,1585,0,0,-0.0051,0,0,61,61,61.31,14.2304,14.1946,14.2914,14.1671,1343405,0.995476,0.000168,897.02,916.7549999999999,-0.0063,-0.004485714285714286,-0.02070411943675965,0.16344216539363365,-0.0008897508189020797
2020-02-07,Amazon,AMZN,Retail,Global,1048.84,15335.79,14.621665017084151,119213.14,0.072,2077,1,0,-0.0077,0,0,60,60,60.46,14.6135,14.6217,14.6914,14.5774,1216051,0.993909,-0.001575,829.8,927.516,-0.0051,-0.004771428571428571,0.030088907049159674,0.1478981824801808,0.3488050926714781
2020-02-08,Amazon,AMZN,Retail,Global,930.95,13830.95,14.856808852005958,85479.51,0.026,1413,0,0,-0.0117,0,0,57,57,57.67,14.8156,14.8568,14.8604,14.7473,1294501,0.992846,-0.001069,1193.97,928.161,-0.0077,-0.006,0.01607884172155072,0.20217231452870424,-0.28296905861216315
2020-02-09,Amazon,AMZN,Retail,Global,1156.92,17117.28,14.795556614268635,135465.34,0.055,2081,1,0,-0.0108,0,0,73,73,73.79,14.7379,14.7956,14.7975,14.7351,1637437,0.993004,0.000159,864.94,929.3076666666667,-0.0117,-0.007071428571428571,-0.004119325830596043,0.22549371652102607,0.5847697301961605
2020-02-10,Amazon,AMZN,Retail,Global,911.34,13551.45,14.869810893267937,82396.3,0.015,1830,0,0,-0.0111,0,0,63,63,63.7,14.826,14.8698,14.949,14.7466,1169049,0.993594,0.000595,946.08,929.1196666666667,-0.0108,-0.008057142857142858,0.00501500446078551,0.25305759461131544,-0.39175363971330224
2020-02-11,Amazon,AMZN,Retail,Global,972.07,14201.18,14.60921680812068,82971.16,0.005,1200,0,0,-0.0114,0,0,74,74,74.85,14.5858,14.6092,14.6271,14.5039,1972341,0.993731,0.000138,1059.91,931.485,-0.0111,-0.009157142857142858,-0.017525454276452912,0.23965129330120685,0.00697676958795479
2020-02-12,Amazon,AMZN,Retail,Global,930.29,13705.31,14.732296256968684,77431.66,0.015,2323,0,0,-0.012,0,0,55,55,55.66,14.7324,14.7323,14.7474,14.7257,1858882,0.993639,-9.3e-05,1052.81,932.7136666666668,-0.0114,-0.009971428571428572,0.00842619719081128,0.23327070622120818,-0.06676416239088379
2020-02-13,Amazon,AMZN,Retail,Global,945.96,14112.85,14.91907949243786,90178.32,0.03,1404,0,0,-0.0129,0,0,58,58,58.75,14.9072,14.9191,15.0177,14.8694,1150298,0.993398,-0.000242,1022.42,932.9696666666666,-0.012,-0.011085714285714286,0.0126796223264527,0.12221649799000694,0.16461819364327201
2020-02-14,Amazon,AMZN,Retail,Global,916.9,13733.91,14.978633409192266,82654.68,0.022,2168,0,0,-0.0159,0,0,57,57,57.91,14.9996,14.9786,15.0654,14.7826,1207850,0.992215,-0.001191,1048.84,933.0006666666667,-0.0129,-0.012257142857142857,0.003988176230469653,0.12346856357172618,-0.0834306959810297
2020-02-15,Amazon,AMZN,Retail,Global,1008.49,15310.2,15.181308107803645,90801.16,0.016,2298,0,0,-0.0181,0,1,80,81,82.47,15.1529,15.1813,15.1881,15.1012,1189941,0.991639,-0.00058,930.95,940.3586666666667,-0.0159,-0.013171428571428572,0.013532639899590082,0.18422060533111045,0.09856042029320067
2020-02-16,Amazon,AMZN,Retail,Global,884.21,13422.0,15.179653853100557,79079.79,0.013,2092,0,0,-0.0183,0,1,59,60,61.1,15.2169,15.1797,15.3034,15.1331,1162371,0.991271,-0.000372,1156.92,941.6656666666667,-0.0181,-0.014242857142857144,-0.00010539281879684559,0.2134541123877156,-0.1290883288275173
2020-02-17,Amazon,AMZN,Retail,Global,896.87,13593.43,15.156521473471539,70678.74,0.015,2292,0,0,-0.0183,0,1,75,76,77.39,15.1524,15.1565,15.248,15.1482,1322282,0.992117,0.000853,911.34,940.5939999999999,-0.0183,-0.015271428571428573,-0.0015283569504008776,0.22824997887652101,-0.1062351076046103
2020-02-18,Amazon,AMZN,Retail,Global,882.08,13236.89,15.006455720324217,76351.18,0.014,1544,0,0,-0.0183,0,1,57,58,59.06,15.0202,15.0065,15.0571,14.9832,1080892,0.992391,0.000277,972.07,937.7923333333333,-0.0183,-0.016257142857142855,-0.009896743971233413,0.16581834438120177,0.08025666558288935
2020-02-19,Amazon,AMZN,Retail,Global,975.08,14754.46,15.131533737429097,83666.54,0.023,1769,0,0,-0.0203,0,1,71,72,73.46,15.1158,15.1315,15.2031,15.0934,1639718,0.990981,-0.001421,930.29,941.1886666666668,-0.0183,-0.017442857142857142,0.008329723786359322,0.10822252868176482,0.09581200971615633
2020-02-20,Amazon,AMZN,Retail,Global,962.07,14374.87,14.941604515858357,89117.21,0.011,2368,0,0,-0.0194,0,1,62,63,64.22,14.972,14.9416,14.9964,14.9241,1094565,0.99124,0.000262,945.96,944.0546666666668,-0.0203,-0.01837142857142857,-0.012549978521627203,0.10288329726992912,0.06514754882895857
2020-02-21,Amazon,AMZN,Retail,Global,950.0,14282.7,15.034418129681473,82918.45,0.016,2445,0,0,-0.0214,0,1,67,68,69.45,14.9945,15.0344,15.1234,14.9085,1100490,0.990932,-0.000311,916.9,948.9686666666668,-0.0194,-0.019157142857142855,0.006210847566525679,0.09540451471791674,-0.06955738403390332
2020-02-22,Amazon,AMZN,Retail,Global,918.6,13873.38,15.10274196226598,79907.04,0.013,2639,0,0,-0.0244,0,1,59,60,61.46,15.0655,15.1027,15.1724,14.9065,1132090,0.990391,-0.000546,1008.49,949.9599999999999,-0.0214,-0.020057142857142857,0.004542914915127927,0.0871673185807685,-0.03631773145783601
2020-02-23,Amazon,AMZN,Retail,Global,945.64,14569.62,15.407154364939654,71695.6,0.008,1833,0,0,-0.0245,0,1,59,60,61.47,15.3773,15.4072,15.5077,15.2619,1394416,0.99088,0.000494,884.21,952.5079999999999,-0.0244,-0.020942857142857145,0.020161957795625796,0.15043068645911664,-0.10276240992032726
2020-02-24,Amazon,AMZN,Retail,Global,938.56,14587.06,15.541955022933436,73039.88,0.005,1994,0,0,-0.025,0,1,60,61,62.53,15.5785,15.542,15.643,15.54,1426721,0.991705,0.000832,896.87,955.0343333333334,-0.0245,-0.021900000000000003,0.008749156238641698,0.22280880336542444,0.018749825651783292
2020-02-25,Amazon,AMZN,Retail,Global,903.81,13676.77,15.13234590864887,71122.86,0.02,2265,0,0,-0.0234,0,2,85,87,89.04,15.1252,15.1323,15.2065,15.043,1538004,0.99245,0.000751,882.08,955.957,-0.025,-0.022628571428571432,-0.026360828722172158,0.212586074444232,-0.026246209604944615
2020-02-26,Amazon,AMZN,Retail,Global,1000.27,14985.73,14.981687181780675,84934.83,0.007,1900,0,0,-0.0252,0,1,66,67,68.69,14.9533,14.9817,15.0724,14.9007,1087324,0.991778,-0.000676,975.08,958.6193333333333,-0.0234,-0.023328571428571428,-0.009952221407188655,0.22593461970433398,0.19419874285145444
2020-02-27,Amazon,AMZN,Retail,Global,994.23,14741.14,14.826691427623778,87452.92,0.019,1357,0,0,-0.0261,0,1,57,58,59.51,14.8209,14.8267,14.8351,14.8001,1552861,0.991531,-0.000249,962.07,962.3539999999999,-0.0252,-0.024285714285714282,-0.010345955398920026,0.2478245308584841,0.02964731900917439
2020-02-28,Amazon,AMZN,Retail,Global,880.0,12904.21,14.663871495588475,73453.22,0.03,2223,0,0,-0.0251,0,1,56,57,58.43,14.6689,14.6639,14.6942,14.636,1167156,0.991796,0.000267,950.0,960.6709999999999,-0.0261,-0.024814285714285716,-0.010980191141656603,0.3080549433059435,-0.16008270507148303
2020-02-29,Amazon,AMZN,Retail,Global,890.18,13242.71,14.876439685823842,76829.88,0.019,1952,0,0,-0.0226,0,1,60,61,62.38,14.8444,14.8764,14.8825,14.7699,1694699,0.992577,0.000787,918.6,960.4429999999999,-0.0251,-0.02455714285714286,0.01449136996297029,0.31865556565639913,0.04597021070008922
2020-03-01,Amazon,AMZN,Retail,Global,948.17,13639.16,14.384721157685517,80061.26,0.017,2121,0,0,-0.0232,0,1,53,54,55.25,14.3893,14.3847,14.3956,14.3116,1343168,0.992193,-0.000386,945.64,964.3886666666666,-0.0226,-0.02437142857142857,-0.03305235137533269,0.3647721408796124,0.042058896877100294
2020-03-02,Amazon,AMZN,Retail,Global,922.75,13557.07,14.692030842297576,72998.52,0.004,2248,0,0,-0.0237,0,1,68,69,70.63,14.688,14.692,14.6981,14.5066,1876109,0.992045,-0.00015,938.56,955.3480000000001,-0.0232,-0.024185714285714286,0.02136297593971359,0.24234744931702534,-0.08821669806345778
2020-03-03,Amazon,AMZN,Retail,Global,931.86,13895.93,14.91203646626182,78740.02,0.013,2211,0,0,-0.0262,0,1,68,69,70.81,14.8969,14.912,14.9647,14.8846,1152553,0.99116,-0.000892,903.81,957.5786666666667,-0.0237,-0.024585714285714287,0.01497413558399141,0.2020391004118515,0.078652279525667
2020-03-04,Amazon,AMZN,Retail,Global,954.64,14275.24,14.953527703689423,90303.47,0.011,2128,0,0,-0.0284,0,1,62,63,64.79,14.9157,14.9535,14.9582,14.8984,1351813,0.990203,-0.000966,1000.27,957.864,-0.0262,-0.02504285714285714,0.0027829935622316615,0.1971618358704384,0.14685607141070056
2020-03-05,Amazon,AMZN,Retail,Global,984.7,14801.81,15.031799357321788,85102.11,0.014,2073,0,0,-0.0269,0,1,56,57,58.53,15.0585,15.0318,15.1686,14.9603,1365688,0.990853,0.000656,994.23,955.3570000000001,-0.0284,-0.025157142857142857,0.0052362323201926575,0.2225932527963689,-0.05759867256485274
2020-03-06,Amazon,AMZN,Retail,Global,932.25,14029.12,15.048664041692364,73505.57,0.02,2191,0,0,-0.0238,0,2,87,89,91.12,15.0346,15.0487,15.1041,15.0135,1540383,0.991938,0.001095,880.0,951.3383333333334,-0.0269,-0.02497142857142857,0.0011242831863116365,0.23412393950130517,-0.1362661865845629
2020-03-07,Amazon,AMZN,Retail,Global,962.1,14512.71,15.084412020186155,72075.11,0.026,1687,0,0,-0.0253,0,1,59,60,61.52,14.9959,15.0844,15.1493,14.8877,1177219,0.99188,-5.8e-05,890.18,949.3276666666667,-0.0238,-0.025357142857142856,0.0023722979393570043,0.2516528220726612,-0.019460566049620542
2020-03-08,Amazon,AMZN,Retail,Global,945.68,14505.99,15.339221298477643,79348.17,0.0,1898,0,0,-0.0249,0,1,60,61,62.52,15.3501,15.3392,15.3934,15.2984,1554968,0.992683,0.000809,948.17,945.889,-0.0253,-0.0256,0.016891623133833633,0.195700068131459,0.10090945404037543
2020-03-09,Amazon,AMZN,Retail,Global,953.67,14579.43,15.287706537088177,90746.97,0.032,1778,0,0,-0.0243,0,1,70,71,72.72,15.2994,15.2877,15.3937,15.2571,1316043,0.992972,0.000291,922.75,946.6463333333334,-0.0249,-0.025685714285714284,-0.0033574110775008714,0.1615136733117579,0.1436554869507387
2020-03-10,Amazon,AMZN,Retail,Global,992.79,15314.11,15.425327566038654,86658.93,0.008,1946,0,0,-0.0274,0,2,82,84,86.3,15.4541,15.4253,15.4635,15.3659,1027801,0.992456,-0.00052,931.86,941.1753333333332,-0.0243,-0.025857142857142856,0.009000699909077259,0.18056337497106853,-0.045048776835193594
2020-03-11,Amazon,AMZN,Retail,Global,932.82,14200.96,15.223692606494755,76155.59,0.039,1924,0,0,-0.0266,0,1,64,65,66.73,15.2363,15.2237,15.2614,15.1992,1746548,0.992745,0.000291,954.64,941.8913333333333,-0.0274,-0.0256,-0.013069437871548795,0.15421748403129437,-0.12120320433220211
2020-03-12,Amazon,AMZN,Retail,Global,881.94,13533.6,15.345263720376641,70551.89,0.014,1466,0,0,-0.023,0,1,80,81,82.87,15.3495,15.3453,15.3739,15.2695,1133302,0.993976,0.001239,984.7,938.8870000000001,-0.0266,-0.025042857142857144,0.007987545734611246,0.14013339393316707,-0.07358225443463828
2020-03-13,Amazon,AMZN,Retail,Global,926.13,14153.53,15.282448125860784,78637.07,0.023,1795,0,0,-0.0207,0,1,56,57,58.18,15.2676,15.2824,15.3754,15.2267,1426292,0.993947,-2.9e-05,932.25,938.7483333333332,-0.023,-0.0246,-0.004098974930434651,0.1082150020406446,0.11459905609899335
2020-03-14,Amazon,AMZN,Retail,Global,958.08,14735.78,15.38052874060736,73371.28,0.021,2313,0,0,-0.0182,0,0,53,53,53.96,15.3656,15.3805,15.4108,15.2498,1164631,0.995199,0.001259,962.1,939.1523333333333,-0.0207,-0.023585714285714286,0.006419148824791776,0.06734238388011454,-0.06696320196060213
2020-03-15,Amazon,AMZN,Retail,Global,914.39,13881.38,15.181022987244754,73785.9,0.015,1893,0,0,-0.0215,0,1,80,81,82.74,15.2015,15.181,15.4501,15.0219,1491299,0.993103,-0.002106,945.68,939.0686666666667,-0.0182,-0.0231,-0.012970969734404036,0.08619777646004981,0.005650984963053496
2020-03-16,Amazon,AMZN,Retail,Global,914.77,13980.69,15.28328529936272,73408.26,0.029,2036,0,0,-0.0202,0,1,89,90,91.81,15.2785,15.2833,15.4063,15.1634,1282761,0.99376,0.000662,953.67,935.9446666666666,-0.0215,-0.022514285714285712,0.006738686516039927,0.08634980629746132,-0.005118051009745717
2020-03-17,Amazon,AMZN,Retail,Global,938.51,14333.42,15.272525436732831,85111.76,0.032,2630,0,0,-0.0184,0,1,60,61,62.12,15.2286,15.2725,15.3321,15.1597,1389503,0.99383,7e-05,992.79,937.7546666666666,-0.0202,-0.021228571428571427,-0.0007066536677288182,0.06757356132738769,0.15943028754529798
2020-03-18,Amazon,AMZN,Retail,Global,915.46,14309.53,15.630975329180975,70752.67,0.017,2113,0,0,-0.0193,0,1,89,90,91.74,15.6202,15.631,15.7717,15.5337,1048288,0.993591,-0.000241,932.82,938.3743333333334,-0.0184,-0.020185714285714283,0.023473563594696323,0.14301337599775665,-0.1687086484875885
2020-03-19,Amazon,AMZN,Retail,Global,942.48,14789.07,15.691650428155619,81859.39,0.011,2479,0,0,-0.0188,0,1,59,60,61.13,15.6899,15.6917,15.6957,15.6303,1070269,0.993664,7.4e-05,881.94,940.3876666666667,-0.0193,-0.019585714285714286,0.0038833088094172297,0.19563392197817212,0.15697951752209494
2020-03-20,Amazon,AMZN,Retail,Global,961.59,15200.52,15.807695135571581,85802.94,0.007,2083,0,0,-0.0214,0,1,62,63,64.35,15.7448,15.8077,15.8933,15.7283,1586905,0.992074,-0.0016,926.13,939.9380000000001,-0.0188,-0.019685714285714286,0.007392443138729332,0.2429855815828033,0.04817468099872246
2020-03-21,Amazon,AMZN,Retail,Global,864.86,13580.86,15.702952527824927,73284.59,0.031,1875,0,0,-0.0214,0,1,73,74,75.58,15.7264,15.703,15.7294,15.6645,1960452,0.991898,-0.000177,958.08,936.6976666666667,-0.0214,-0.02014285714285714,-0.00662335444119011,0.25481048980423876,-0.14589651590027108
2020-03-22,Amazon,AMZN,Retail,Global,1028.36,16223.83,15.776414704648184,88751.55,0.007,1889,0,0,-0.0216,0,1,59,60,61.29,15.7764,15.7764,15.9255,15.719,1751718,0.992184,0.000288,914.39,939.3096666666665,-0.0214,-0.020157142857142856,0.004674266063809496,0.2242101798801636,0.21105337424962056
2020-03-23,Amazon,AMZN,Retail,Global,890.08,14142.08,15.888545337092891,71640.82,0.021,2123,0,0,-0.0206,0,1,59,60,61.23,15.8452,15.8885,15.9505,15.7969,1331790,0.993366,0.001192,914.77,938.359,-0.0216,-0.020214285714285712,0.0071055500621179934,0.1992397956997224,-0.19279359064714918
