date,company,ticker,product_category,region,sales_volume,revenue,price,marketing_spend,discount_rate,inventory_level,promotion_flag,holiday_flag,sentiment_score,positive_mentions,negative_mentions,neutral_mentions,news_volume,social_buzz_index,open_price,close_price,high_price,low_price,volume,sector_index,market_return,sales_lag_7,sales_rolling_mean_30,sentiment_lag_1,sentiment_rolling_mean_7,stock_pct_change,volatility_index,marketing_growth_rate,data_ingested_timestamp,sentiment_label,rolling_sales_avg,positive_sentiment_ratio,spend_to_sales_ratio,sentiment_sales_interaction,predicted_sales,error,growth_rate,investment_signal
2020-01-31,Amazon,AMZN,Retail,Global,829.8,12204.85,14.708188231829862,70078.41,0.014,2222,0,0,0,0,0,63,63,63.36,14.767,14.7082,14.8286,14.6182,1167262,0.995003,-0.000484,869.2,896.2810000000001,-0.0039,-0.0049,-0.0091351271237822,0.2086548745336569,-0.1164068363015743,2025-11-11 11:28:45.711988,Neutral,885.5428571428572,0.0,84.35051757342322,0.0,867.0694950441859,-37.26949504418599,-1.5664513500895594,Hold
2020-02-01,Amazon,AMZN,Retail,Global,1193.97,17418.86,14.589022642076634,136790.89,0.05,1596,1,0,0,0,0,77,77,77.24,14.6159,14.589,14.6215,14.5565,1187475,0.996485,0.001489,862.77,896.7356666666667,-0.0057,-0.0046142857142857,-0.0081043227587331,0.2511419945539986,0.9519690871981829,2025-11-11 11:28:45.711988,Neutral,932.8571428571428,0.0,114.4722377967648,0.0,1028.9656910813162,165.00430891868382,18.671651691411427,Hold
2020-02-02,Amazon,AMZN,Retail,Global,864.94,12557.16,14.517960351446492,77292.71,0.018,1787,0,0,0,0,0,86,86,86.28,14.4957,14.518,14.5894,14.4018,2249731,0.996474,-1.1e-05,876.13,898.2686666666667,-0.0031,-0.0045,-0.0048666803756254,0.2216596823102792,-0.4349571817246017,2025-11-11 11:28:45.711988,Neutral,931.2585714285714,0.0,89.25873617109731,0.0,963.8835035831975,-98.94350358319741,-6.325010451002056,Sell
2020-02-03,Amazon,AMZN,Retail,Global,946.08,13809.67,14.596726517642187,81687.8,0.021,1715,0,0,0,0,0,58,58,58.24,14.5851,14.5967,14.6764,14.5738,1283462,0.995628,-0.000849,920.4,901.502,-0.0033,-0.0043285714285714,0.005420856867337,0.1487951148071234,0.0568629305402799,2025-11-11 11:28:45.711988,Neutral,934.9271428571428,0.0,86.2522701355746,0.0,900.9817442750398,45.09825572496027,-6.5258673972863885,Sell
2020-02-04,Amazon,AMZN,Retail,Global,1059.91,15285.77,14.421765504133198,120402.53,0.067,2222,1,0,0,0,0,65,65,65.24,14.3822,14.4218,14.4226,14.2991,1817211,0.996286,0.000661,882.19,905.2733333333332,-0.0042,-0.0040857142857142,-0.0119821603513123,0.1555414827534171,0.4739352755246193,2025-11-11 11:28:45.711988,Neutral,960.3157142857142,0.0,113.48986247655314,0.0,964.2381064396671,95.67189356033293,7.020826178395612,Hold
2020-02-05,Amazon,AMZN,Retail,Global,1052.81,15260.2,14.494736192118276,88462.97,0.016,1375,0,0,0,0,0,65,65,65.41,14.4665,14.4947,14.5136,14.3284,1143537,0.995309,-0.00098,930.49,911.8666666666668,-0.0037,-0.0043142857142857,0.0050548475225007,0.1418535008883257,-0.2652731632798746,2025-11-11 11:28:45.711988,Neutral,977.79,0.0,83.94584412749927,0.0,990.6626701448116,62.14732985518833,2.7404604245225173,Hold
2020-02-06,Amazon,AMZN,Retail,Global,1022.42,14512.85,14.194608230527342,88384.26,0.019,1585,0,0,0,0,0,61,61,61.31,14.2304,14.1946,14.2914,14.1671,1343405,0.995476,0.000168,897.02,916.755,-0.0063,-0.0044857142857142,-0.0207041194367596,0.1634421653936336,-0.000889750818902,2025-11-11 11:28:45.711988,Neutral,995.7042857142858,0.0,86.36166969572609,0.0,1000.3619590602225,22.05804093977747,0.9790707985386282,Hold
2020-02-07,Amazon,AMZN,Retail,Global,1048.84,15335.79,14.621665017084151,119213.14,0.072,2077,1,0,0,0,0,60,60,60.46,14.6135,14.6217,14.6914,14.5774,1216051,0.993909,-0.001575,829.8,927.516,-0.0051,-0.0047714285714285,0.0300889070491596,0.1478981824801808,0.3488050926714781,2025-11-11 11:28:45.711988,Neutral,1026.9957142857145,0.0,113.55362721938582,0.0,1225.0375078721406,-176.1975078721407,22.45942548864881,Hold
2020-02-08,Amazon,AMZN,Retail,Global,930.95,13830.95,14.856808852005958,85479.51,0.026,1413,0,0,0,0,0,57,57,57.67,14.8156,14.8568,14.8604,14.7473,1294501,0.992846,-0.001069,1193.97,928.161,-0.0077,-0.006,0.0160788417215507,0.2021723145287042,-0.2829690586121631,2025-11-11 11:28:45.711988,Neutral,989.4214285714286,0.0,91.72113310799936,0.0,971.4252967729303,-40.47529677293028,-20.702403760659404,Sell
2020-02-09,Amazon,AMZN,Retail,Global,1156.92,17117.28,14.795556614268635,135465.34,0.055,2081,1,0,0,0,0,73,73,73.79,14.7379,14.7956,14.7975,14.7351,1637437,0.993004,0.000159,864.94,929.3076666666668,-0.0117,-0.0070714285714285,-0.004119325830596,0.225493716521026,0.5847697301961605,2025-11-11 11:28:45.711988,Neutral,1031.1328571428571,0.0,116.99024112201188,0.0,1074.0282505216373,82.89174947836273,10.562104372776115,Hold
2020-02-10,Amazon,AMZN,Retail,Global,911.34,13551.45,14.869810893267935,82396.3,0.015,1830,0,0,0,0,0,63,63,63.7,14.826,14.8698,14.949,14.7466,1169049,0.993594,0.000595,946.08,929.1196666666668,-0.0108,-0.0080571428571428,0.0050150044607855,0.2530575946113154,-0.3917536397133022,2025-11-11 11:28:45.711988,Neutral,1026.17,0.0,90.31315079904422,0.0,1051.9951689398088,-140.65516893980873,-2.05144339277179,Hold
2020-02-11,Amazon,AMZN,Retail,Global,972.07,14201.18,14.60921680812068,82971.16,0.005,1200,0,0,0,0,0,74,74,74.85,14.5858,14.6092,14.6271,14.5039,1972341,0.993731,0.000138,1059.91,931.485,-0.0111,-0.0091571428571428,-0.0175254542764529,0.2396512933012068,0.0069767695879547,2025-11-11 11:28:45.711988,Neutral,1013.6214285714286,0.0,85.26741138869762,0.0,1006.4854132269019,-34.41541322690182,-4.326042272491726,Hold
2020-02-12,Amazon,AMZN,Retail,Global,930.29,13705.31,14.732296256968684,77431.66,0.015,2323,0,0,0,0,0,55,55,55.66,14.7324,14.7323,14.7474,14.7257,1858882,0.993639,-9.3e-05,1052.81,932.7136666666668,-0.0114,-0.0099714285714285,0.0084261971908112,0.2332707062212081,-0.0667641623908837,2025-11-11 11:28:45.711988,Neutral,996.1185714285714,0.0,83.1445199669276,0.0,998.616840408388,-68.32684040838808,-0.7817870696492535,Hold
2020-02-13,Amazon,AMZN,Retail,Global,945.96,14112.85,14.91907949243786,90178.32,0.03,1404,0,0,0,0,0,58,58,58.75,14.9072,14.9191,15.0177,14.8694,1150298,0.993398,-0.000242,1022.42,932.9696666666666,-0.012,-0.0110857142857142,0.0126796223264527,0.1222164979900069,0.164618193643272,2025-11-11 11:28:45.711988,Neutral,985.1957142857144,0.0,95.22928106783814,0.0,985.7620253022658,-39.80202530226575,-1.2872619993936074,Hold
2020-02-14,Amazon,AMZN,Retail,Global,916.9,13733.91,14.978633409192266,82654.68,0.022,2168,0,0,0,0,0,57,57,57.91,14.9996,14.9786,15.0654,14.7826,1207850,0.992215,-0.001191,1048.84,933.0006666666668,-0.0129,-0.0122571428571428,0.0039881762304696,0.1234685635717261,-0.0834306959810297,2025-11-11 11:28:45.711988,Neutral,966.3471428571428,0.0,90.04758688310272,0.0,948.2719672533378,-31.371967253337857,-3.803155029981231,Hold
2020-02-15,Amazon,AMZN,Retail,Global,1008.49,15310.2,15.181308107803645,90801.16,0.016,2298,0,0,0,0,1,80,81,82.47,15.1529,15.1813,15.1881,15.1012,1189941,0.991639,-0.00058,930.95,940.3586666666667,-0.0159,-0.0131714285714285,0.01353263989959,0.1842206053311104,0.0985604202932006,2025-11-11 11:28:45.711988,Neutral,977.4242857142856,0.0,89.94755767763921,0.0,985.4345949687159,23.055405031284067,3.9189841099088296,Hold
2020-02-16,Amazon,AMZN,Retail,Global,884.21,13422.0,15.179653853100556,79079.79,0.013,2092,0,0,0,0,1,59,60,61.1,15.2169,15.1797,15.3034,15.1331,1162371,0.991271,-0.000372,1156.92,941.6656666666668,-0.0181,-0.0142428571428571,-0.0001053928187968,0.2134541123877156,-0.1290883288275173,2025-11-11 11:28:45.711988,Neutral,938.4657142857144,0.0,89.3344968990409,0.0,926.565395682054,-42.355395682053995,-5.973932677747207,Sell
2020-02-17,Amazon,AMZN,Retail,Global,896.87,13593.43,15.15652147347154,70678.74,0.015,2292,0,0,0,0,1,75,76,77.39,15.1524,15.1565,15.248,15.1482,1322282,0.992117,0.000853,911.34,940.594,-0.0183,-0.0152714285714285,-0.0015283569504008,0.228249978876521,-0.1062351076046103,2025-11-11 11:28:45.711988,Neutral,936.3985714285716,0.0,78.71823315179257,0.0,912.6838916620297,-15.813891662029732,-1.4981677585537256,Hold
2020-02-18,Amazon,AMZN,Retail,Global,882.08,13236.89,15.006455720324215,76351.18,0.014,1544,0,0,0,0,1,57,58,59.06,15.0202,15.0065,15.0571,14.9832,1080892,0.992391,0.000277,972.07,937.7923333333332,-0.0183,-0.0162571428571428,-0.0098967439712334,0.1658183443812017,0.0802566655828893,2025-11-11 11:28:45.711988,Neutral,923.5428571428572,0.0,86.46009421569958,0.0,910.7602612614364,-28.680261261436385,-0.21076633631500474,Hold
2020-02-19,Amazon,AMZN,Retail,Global,975.08,14754.46,15.131533737429097,83666.54,0.023,1769,0,0,0,0,1,71,72,73.46,15.1158,15.1315,15.2031,15.0934,1639718,0.990981,-0.001421,930.29,941.1886666666668,-0.0183,-0.0174428571428571,0.0083297237863593,0.1082225286817648,0.0958120097161563,2025-11-11 11:28:45.711988,Neutral,929.9414285714286,0.0,85.71688796000326,0.0,960.6513674388248,14.428632561175277,5.47796256594324,Hold
2020-02-20,Amazon,AMZN,Retail,Global,962.07,14374.87,14.941604515858357,89117.21,0.011,2368,0,0,0,0,1,62,63,64.22,14.972,14.9416,14.9964,14.9241,1094565,0.99124,0.000262,945.96,944.0546666666668,-0.0203,-0.0183714285714285,-0.0125499785216272,0.1028832972699291,0.0651475488289585,2025-11-11 11:28:45.711988,Neutral,932.2428571428572,0.0,92.53450943337452,0.0,950.9918894402034,11.078110559796642,-1.00551337623912,Hold
2020-02-21,Amazon,AMZN,Retail,Global,950.0,14282.7,15.034418129681471,82918.45,0.016,2445,0,0,0,0,1,67,68,69.45,14.9945,15.0344,15.1234,14.9085,1100490,0.990932,-0.000311,916.9,948.9686666666668,-0.0194,-0.0191571428571428,0.0062108475665256,0.0954045147179167,-0.0695573840339033,2025-11-11 11:28:45.711988,Neutral,936.9714285714286,0.0,87.19079915878022,0.0,973.0516407527681,-23.051640752768094,2.3196571450835535,Hold
2020-02-22,Amazon,AMZN,Retail,Global,918.6,13873.38,15.10274196226598,79907.04,0.013,2639,0,0,0,0,1,59,60,61.46,15.0655,15.1027,15.1724,14.9065,1132090,0.990391,-0.000546,1008.49,949.96,-0.0214,-0.0200571428571428,0.0045429149151279,0.0871673185807685,-0.036317731457836,2025-11-11 11:28:45.711988,Neutral,924.13,0.0,86.893257938234,0.0,920.9498910657188,-2.3498910657187935,-5.354469126298634,Sell
2020-02-23,Amazon,AMZN,Retail,Global,945.64,14569.62,15.407154364939654,71695.6,0.008,1833,0,0,0,0,1,59,60,61.47,15.3773,15.4072,15.5077,15.2619,1394416,0.99088,0.000494,884.21,952.508,-0.0244,-0.0209428571428571,0.0201619577956257,0.1504306864591166,-0.1027624099203272,2025-11-11 11:28:45.711988,Neutral,932.9057142857145,0.0,75.73692216682161,0.0,982.3987208082075,-36.7587208082075,6.6723315066990585,Hold
2020-02-24,Amazon,AMZN,Retail,Global,938.56,14587.06,15.541955022933436,73039.88,0.005,1994,0,0,0,0,1,60,61,62.53,15.5785,15.542,15.643,15.54,1426721,0.991705,0.000832,896.87,955.0343333333334,-0.0245,-0.0219,0.0087491562386416,0.2228088033654244,0.0187498256517832,2025-11-11 11:28:45.711988,Neutral,938.8614285714284,0.0,77.73838818170208,0.0,931.9933508394041,6.56664916059583,-5.130846457875626,Sell
2020-02-25,Amazon,AMZN,Retail,Global,903.81,13676.77,15.13234590864887,71122.86,0.02,2265,0,0,0,0,2,85,87,89.04,15.1252,15.1323,15.2065,15.043,1538004,0.99245,0.000751,882.08,955.957,-0.025,-0.0226285714285714,-0.0263608287221721,0.212586074444232,-0.0262462096049446,2025-11-11 11:28:45.711988,Neutral,941.9657142857144,0.0,78.60529834992983,0.0,920.5300482089392,-16.72004820893926,-1.2299768684122525,Hold
2020-02-26,Amazon,AMZN,Retail,Global,1000.27,14985.73,14.981687181780677,84934.83,0.007,1900,0,0,0,0,1,66,67,68.69,14.9533,14.9817,15.0724,14.9007,1087324,0.991778,-0.000676,975.08,958.6193333333332,-0.0234,-0.0233285714285714,-0.0099522214071886,0.2259346197043339,0.1941987428514544,2025-11-11 11:28:45.711988,Neutral,945.5642857142856,0.0,84.82709958352892,0.0,952.2060130780825,48.06398692191749,3.441057131244629,Hold
