date,company,ticker,product_category,region,sales_volume,revenue,price,marketing_spend,discount_rate,inventory_level,promotion_flag,holiday_flag,sentiment_score,positive_mentions,negative_mentions,neutral_mentions,news_volume,social_buzz_index,open_price,close_price,high_price,low_price,volume,sector_index,market_return,sales_lag_7,sales_rolling_mean_30,sentiment_lag_1,sentiment_rolling_mean_7,stock_pct_change,volatility_index,marketing_growth_rate,data_ingested_timestamp
2020-01-18,Amazon,AMZN,Retail,Global,929.02,14207.14,15.292609517881502,90487.7,0.014,2102,0,0,-0.0033,0,0,53,53,53.17,15.3087,15.2926,15.3276,15.2874,1329124,0.999115,0.000252,916.98,903.0711111111112,-0.0028,0.0003,0.0109205811970332,0.3638745204966407,0.2855656391067385,2025-11-11 11:28:45.711988
2020-01-19,Amazon,AMZN,Retail,Global,966.13,14944.43,15.468339989222743,90125.32,0.03,2046,0,0,-0.0046,0,0,66,66,66.3,15.4909,15.4683,15.5833,15.4017,1259758,0.998389,-0.000727,901.11,906.39,-0.0033,-0.0009999999999999,0.0114892170069182,0.338732316705899,-0.0040047431860903,2025-11-11 11:28:45.711988
2020-01-20,Amazon,AMZN,Retail,Global,873.19,13465.08,15.420560238790474,76727.3,0.0,2593,0,0,-0.0053,0,0,77,77,77.41,15.473,15.4206,15.545,15.3573,1402906,0.997259,-0.001132,893.43,904.73,-0.0046,-0.0025714285714285,-0.0030837260720311,0.3008286215169729,-0.1486598882533787,2025-11-11 11:28:45.711988
2020-01-21,Amazon,AMZN,Retail,Global,876.09,13482.4,15.389286561631284,75021.41,0.015,1804,0,0,-0.0021,0,0,91,91,91.19,15.3861,15.3893,15.4429,15.3854,1571226,0.998432,0.001176,938.28,903.3661904761904,-0.0053,-0.0030714285714285,-0.002029752409115,0.2200103623100553,-0.0222331556043285,2025-11-11 11:28:45.711988
2020-01-22,Amazon,AMZN,Retail,Global,802.58,12396.79,15.446178985545322,73246.91,0.021,1894,0,0,-0.0018,0,0,65,65,65.12,15.438,15.4462,15.4919,15.4204,1288323,0.998251,-0.000181,915.97,898.785,-0.0021,-0.0031571428571428,0.0036973741495713,0.1562861097322153,-0.0236532477861985,2025-11-11 11:28:45.711988
2020-01-23,Amazon,AMZN,Retail,Global,888.86,13813.69,15.540907456761534,84430.06,0.023,1934,0,0,-0.002,0,0,64,64,64.13,15.5533,15.5409,15.6411,15.531,1190062,0.998305,5.4e-05,787.75,898.3534782608696,-0.0018,-0.0031285714285714,0.0061309577760226,0.1361109036603253,0.1526774303516693,2025-11-11 11:28:45.711988
2020-01-24,Amazon,AMZN,Retail,Global,869.2,13489.21,15.51910552589401,85861.13,0.029,2153,0,0,-0.0042,0,0,70,70,70.29,15.5046,15.5191,15.5799,15.4291,1645941,0.997165,-0.001142,845.0,897.1387500000001,-0.002,-0.0033285714285714,-0.0014027501624745,0.0836154633681963,0.0169497688382551,2025-11-11 11:28:45.711988
2020-01-25,Amazon,AMZN,Retail,Global,862.77,12922.85,14.978326137681792,78828.45,0.011,2530,0,0,-0.0051,0,0,77,77,77.4,14.9591,14.9783,15.0542,14.9548,1218857,0.99673,-0.000437,929.02,895.7639999999999,-0.0042,-0.0035857142857142,-0.0348473816136244,0.191053192543188,-0.0819076105800146,2025-11-11 11:28:45.711988
2020-01-26,Amazon,AMZN,Retail,Global,876.13,13397.95,15.292188589275588,75099.0,0.026,2323,0,0,-0.0041,0,0,76,76,76.31,15.3021,15.2922,15.3144,15.236,1247344,0.996819,8.9e-05,966.13,895.0088461538461,-0.0051,-0.0035142857142857,0.0209569844374861,0.1913360867563411,-0.047310964505835,2025-11-11 11:28:45.711988
2020-01-27,Amazon,AMZN,Retail,Global,920.4,13976.87,15.18565232841254,79423.2,0.028,1848,0,0,-0.0054,0,0,71,71,71.38,15.1738,15.1857,15.2866,15.0982,1173995,0.995898,-0.000924,873.19,895.9492592592593,-0.0041,-0.0035285714285714,-0.0069643347588965,0.2012263887361726,0.0575799944073822,2025-11-11 11:28:45.711988
2020-01-28,Amazon,AMZN,Retail,Global,882.19,13150.67,14.906843535743516,80843.55,0.018,1525,0,0,-0.0054,0,0,84,84,84.46,14.8982,14.9068,15.0306,14.718,1396688,0.996198,0.000302,876.09,895.4578571428572,-0.0054,-0.004,-0.0183659627149226,0.2552856943000859,0.0178833136917173,2025-11-11 11:28:45.711988
2020-01-29,Amazon,AMZN,Retail,Global,930.49,13788.96,14.819035065032908,81411.48,0.015,2278,0,0,-0.0047,0,0,61,61,61.28,14.837,14.819,14.8701,14.7887,1575424,0.995718,-0.000482,802.58,896.6658620689656,-0.0054,-0.0044142857142857,-0.0058899294281804,0.2896707309704295,0.0070250502359185,2025-11-11 11:28:45.711988
2020-01-30,Amazon,AMZN,Retail,Global,897.02,13315.22,14.843834526264608,79310.72,0.008,2060,0,0,-0.0039,0,0,61,61,61.24,14.853,14.8438,14.8633,14.7855,1215421,0.995484,-0.000234,888.86,896.6776666666667,-0.0047,-0.0046857142857142,0.0016735272285579,0.262434162265128,-0.0258042231881793,2025-11-11 11:28:45.711988
2020-01-31,Amazon,AMZN,Retail,Global,829.8,12204.85,14.708188231829862,70078.41,0.014,2222,0,0,-0.0057,0,0,63,63,63.36,14.767,14.7082,14.8286,14.6182,1167262,0.995003,-0.000484,869.2,896.2810000000001,-0.0039,-0.0049,-0.0091351271237822,0.2086548745336569,-0.1164068363015743,2025-11-11 11:28:45.711988
2020-02-01,Amazon,AMZN,Retail,Global,1193.97,17418.86,14.589022642076634,136790.89,0.05,1596,1,0,-0.0031,0,0,77,77,77.24,14.6159,14.589,14.6215,14.5565,1187475,0.996485,0.001489,862.77,896.7356666666667,-0.0057,-0.0046142857142857,-0.0081043227587331,0.2511419945539986,0.9519690871981829,2025-11-11 11:28:45.711988
2020-02-02,Amazon,AMZN,Retail,Global,864.94,12557.16,14.517960351446492,77292.71,0.018,1787,0,0,-0.0033,0,0,86,86,86.28,14.4957,14.518,14.5894,14.4018,2249731,0.996474,-1.1e-05,876.13,898.2686666666667,-0.0031,-0.0045,-0.0048666803756254,0.2216596823102792,-0.4349571817246017,2025-11-11 11:28:45.711988
2020-02-03,Amazon,AMZN,Retail,Global,946.08,13809.67,14.596726517642187,81687.8,0.021,1715,0,0,-0.0042,0,0,58,58,58.24,14.5851,14.5967,14.6764,14.5738,1283462,0.995628,-0.000849,920.4,901.502,-0.0033,-0.0043285714285714,0.005420856867337,0.1487951148071234,0.0568629305402799,2025-11-11 11:28:45.711988
2020-02-04,Amazon,AMZN,Retail,Global,1059.91,15285.77,14.421765504133198,120402.53,0.067,2222,1,0,-0.0037,0,0,65,65,65.24,14.3822,14.4218,14.4226,14.2991,1817211,0.996286,0.000661,882.19,905.2733333333332,-0.0042,-0.0040857142857142,-0.0119821603513123,0.1555414827534171,0.4739352755246193,2025-11-11 11:28:45.711988
2020-02-05,Amazon,AMZN,Retail,Global,1052.81,15260.2,14.494736192118276,88462.97,0.016,1375,0,0,-0.0063,0,0,65,65,65.41,14.4665,14.4947,14.5136,14.3284,1143537,0.995309,-0.00098,930.49,911.8666666666668,-0.0037,-0.0043142857142857,0.0050548475225007,0.1418535008883257,-0.2652731632798746,2025-11-11 11:28:45.711988
2020-02-06,Amazon,AMZN,Retail,Global,1022.42,14512.85,14.194608230527342,88384.26,0.019,1585,0,0,-0.0051,0,0,61,61,61.31,14.2304,14.1946,14.2914,14.1671,1343405,0.995476,0.000168,897.02,916.755,-0.0063,-0.0044857142857142,-0.0207041194367596,0.1634421653936336,-0.000889750818902,2025-11-11 11:28:45.711988
2020-02-07,Amazon,AMZN,Retail,Global,1048.84,15335.79,14.621665017084151,119213.14,0.072,2077,1,0,-0.0077,0,0,60,60,60.46,14.6135,14.6217,14.6914,14.5774,1216051,0.993909,-0.001575,829.8,927.516,-0.0051,-0.0047714285714285,0.0300889070491596,0.1478981824801808,0.3488050926714781,2025-11-11 11:28:45.711988
2020-02-08,Amazon,AMZN,Retail,Global,930.95,13830.95,14.856808852005958,85479.51,0.026,1413,0,0,-0.0117,0,0,57,57,57.67,14.8156,14.8568,14.8604,14.7473,1294501,0.992846,-0.001069,1193.97,928.161,-0.0077,-0.006,0.0160788417215507,0.2021723145287042,-0.2829690586121631,2025-11-11 11:28:45.711988
2020-02-09,Amazon,AMZN,Retail,Global,1156.92,17117.28,14.795556614268635,135465.34,0.055,2081,1,0,-0.0108,0,0,73,73,73.79,14.7379,14.7956,14.7975,14.7351,1637437,0.993004,0.000159,864.94,929.3076666666668,-0.0117,-0.0070714285714285,-0.004119325830596,0.225493716521026,0.5847697301961605,2025-11-11 11:28:45.711988
2020-02-10,Amazon,AMZN,Retail,Global,911.34,13551.45,14.869810893267935,82396.3,0.015,1830,0,0,-0.0111,0,0,63,63,63.7,14.826,14.8698,14.949,14.7466,1169049,0.993594,0.000595,946.08,929.1196666666668,-0.0108,-0.0080571428571428,0.0050150044607855,0.2530575946113154,-0.3917536397133022,2025-11-11 11:28:45.711988
2020-02-11,Amazon,AMZN,Retail,Global,972.07,14201.18,14.60921680812068,82971.16,0.005,1200,0,0,-0.0114,0,0,74,74,74.85,14.5858,14.6092,14.6271,14.5039,1972341,0.993731,0.000138,1059.91,931.485,-0.0111,-0.0091571428571428,-0.0175254542764529,0.2396512933012068,0.0069767695879547,2025-11-11 11:28:45.711988
2020-02-12,Amazon,AMZN,Retail,Global,930.29,13705.31,14.732296256968684,77431.66,0.015,2323,0,0,-0.012,0,0,55,55,55.66,14.7324,14.7323,14.7474,14.7257,1858882,0.993639,-9.3e-05,1052.81,932.7136666666668,-0.0114,-0.0099714285714285,0.0084261971908112,0.2332707062212081,-0.0667641623908837,2025-11-11 11:28:45.711988
2020-02-13,Amazon,AMZN,Retail,Global,945.96,14112.85,14.91907949243786,90178.32,0.03,1404,0,0,-0.0129,0,0,58,58,58.75,14.9072,14.9191,15.0177,14.8694,1150298,0.993398,-0.000242,1022.42,932.9696666666666,-0.012,-0.0110857142857142,0.0126796223264527,0.1222164979900069,0.164618193643272,2025-11-11 11:28:45.711988
2020-02-14,Amazon,AMZN,Retail,Global,916.9,13733.91,14.978633409192266,82654.68,0.022,2168,0,0,-0.0159,0,0,57,57,57.91,14.9996,14.9786,15.0654,14.7826,1207850,0.992215,-0.001191,1048.84,933.0006666666668,-0.0129,-0.0122571428571428,0.0039881762304696,0.1234685635717261,-0.0834306959810297,2025-11-11 11:28:45.711988
2020-02-15,Amazon,AMZN,Retail,Global,1008.49,15310.2,15.181308107803645,90801.16,0.016,2298,0,0,-0.0181,0,1,80,81,82.47,15.1529,15.1813,15.1881,15.1012,1189941,0.991639,-0.00058,930.95,940.3586666666667,-0.0159,-0.0131714285714285,0.01353263989959,0.1842206053311104,0.0985604202932006,2025-11-11 11:28:45.711988
2020-02-16,Amazon,AMZN,Retail,Global,884.21,13422.0,15.179653853100556,79079.79,0.013,2092,0,0,-0.0183,0,1,59,60,61.1,15.2169,15.1797,15.3034,15.1331,1162371,0.991271,-0.000372,1156.92,941.6656666666668,-0.0181,-0.0142428571428571,-0.0001053928187968,0.2134541123877156,-0.1290883288275173,2025-11-11 11:28:45.711988
2020-02-17,Amazon,AMZN,Retail,Global,896.87,13593.43,15.15652147347154,70678.74,0.015,2292,0,0,-0.0183,0,1,75,76,77.39,15.1524,15.1565,15.248,15.1482,1322282,0.992117,0.000853,911.34,940.594,-0.0183,-0.0152714285714285,-0.0015283569504008,0.228249978876521,-0.1062351076046103,2025-11-11 11:28:45.711988
2020-02-18,Amazon,AMZN,Retail,Global,882.08,13236.89,15.006455720324215,76351.18,0.014,1544,0,0,-0.0183,0,1,57,58,59.06,15.0202,15.0065,15.0571,14.9832,1080892,0.992391,0.000277,972.07,937.7923333333332,-0.0183,-0.0162571428571428,-0.0098967439712334,0.1658183443812017,0.0802566655828893,2025-11-11 11:28:45.711988
2020-02-19,Amazon,AMZN,Retail,Global,975.08,14754.46,15.131533737429097,83666.54,0.023,1769,0,0,-0.0203,0,1,71,72,73.46,15.1158,15.1315,15.2031,15.0934,1639718,0.990981,-0.001421,930.29,941.1886666666668,-0.0183,-0.0174428571428571,0.0083297237863593,0.1082225286817648,0.0958120097161563,2025-11-11 11:28:45.711988
2020-02-20,Amazon,AMZN,Retail,Global,962.07,14374.87,14.941604515858357,89117.21,0.011,2368,0,0,-0.0194,0,1,62,63,64.22,14.972,14.9416,14.9964,14.9241,1094565,0.99124,0.000262,945.96,944.0546666666668,-0.0203,-0.0183714285714285,-0.0125499785216272,0.1028832972699291,0.0651475488289585,2025-11-11 11:28:45.711988
2020-02-21,Amazon,AMZN,Retail,Global,950.0,14282.7,15.034418129681471,82918.45,0.016,2445,0,0,-0.0214,0,1,67,68,69.45,14.9945,15.0344,15.1234,14.9085,1100490,0.990932,-0.000311,916.9,948.9686666666668,-0.0194,-0.0191571428571428,0.0062108475665256,0.0954045147179167,-0.0695573840339033,2025-11-11 11:28:45.711988
2020-02-22,Amazon,AMZN,Retail,Global,918.6,13873.38,15.10274196226598,79907.04,0.013,2639,0,0,-0.0244,0,1,59,60,61.46,15.0655,15.1027,15.1724,14.9065,1132090,0.990391,-0.000546,1008.49,949.96,-0.0214,-0.0200571428571428,0.0045429149151279,0.0871673185807685,-0.036317731457836,2025-11-11 11:28:45.711988
2020-02-23,Amazon,AMZN,Retail,Global,945.64,14569.62,15.407154364939654,71695.6,0.008,1833,0,0,-0.0245,0,1,59,60,61.47,15.3773,15.4072,15.5077,15.2619,1394416,0.99088,0.000494,884.21,952.508,-0.0244,-0.0209428571428571,0.0201619577956257,0.1504306864591166,-0.1027624099203272,2025-11-11 11:28:45.711988
2020-02-24,Amazon,AMZN,Retail,Global,938.56,14587.06,15.541955022933436,73039.88,0.005,1994,0,0,-0.025,0,1,60,61,62.53,15.5785,15.542,15.643,15.54,1426721,0.991705,0.000832,896.87,955.0343333333334,-0.0245,-0.0219,0.0087491562386416,0.2228088033654244,0.0187498256517832,2025-11-11 11:28:45.711988
2020-02-25,Amazon,AMZN,Retail,Global,903.81,13676.77,15.13234590864887,71122.86,0.02,2265,0,0,-0.0234,0,2,85,87,89.04,15.1252,15.1323,15.2065,15.043,1538004,0.99245,0.000751,882.08,955.957,-0.025,-0.0226285714285714,-0.0263608287221721,0.212586074444232,-0.0262462096049446,2025-11-11 11:28:45.711988
2020-02-26,Amazon,AMZN,Retail,Global,1000.27,14985.73,14.981687181780677,84934.83,0.007,1900,0,0,-0.0252,0,1,66,67,68.69,14.9533,14.9817,15.0724,14.9007,1087324,0.991778,-0.000676,975.08,958.6193333333332,-0.0234,-0.0233285714285714,-0.0099522214071886,0.2259346197043339,0.1941987428514544,2025-11-11 11:28:45.711988
2020-02-27,Amazon,AMZN,Retail,Global,994.23,14741.14,14.826691427623778,87452.92,0.019,1357,0,0,-0.0261,0,1,57,58,59.51,14.8209,14.8267,14.8351,14.8001,1552861,0.991531,-0.000249,962.07,962.354,-0.0252,-0.0242857142857142,-0.01034595539892,0.2478245308584841,0.0296473190091743,2025-11-11 11:28:45.711988
2020-02-28,Amazon,AMZN,Retail,Global,880.0,12904.21,14.663871495588475,73453.22,0.03,2223,0,0,-0.0251,0,1,56,57,58.43,14.6689,14.6639,14.6942,14.636,1167156,0.991796,0.000267,950.0,960.671,-0.0261,-0.0248142857142857,-0.0109801911416566,0.3080549433059435,-0.160082705071483,2025-11-11 11:28:45.711988
2020-02-29,Amazon,AMZN,Retail,Global,890.18,13242.71,14.876439685823842,76829.88,0.019,1952,0,0,-0.0226,0,1,60,61,62.38,14.8444,14.8764,14.8825,14.7699,1694699,0.992577,0.000787,918.6,960.443,-0.0251,-0.0245571428571428,0.0144913699629702,0.3186555656563991,0.0459702107000892,2025-11-11 11:28:45.711988
2020-03-01,Amazon,AMZN,Retail,Global,948.17,13639.16,14.384721157685515,80061.26,0.017,2121,0,0,-0.0232,0,1,53,54,55.25,14.3893,14.3847,14.3956,14.3116,1343168,0.992193,-0.000386,945.64,964.3886666666666,-0.0226,-0.0243714285714285,-0.0330523513753326,0.3647721408796124,0.0420588968771002,2025-11-11 11:28:45.711988
2020-03-02,Amazon,AMZN,Retail,Global,922.75,13557.07,14.692030842297576,72998.52,0.004,2248,0,0,-0.0237,0,1,68,69,70.63,14.688,14.692,14.6981,14.5066,1876109,0.992045,-0.00015,938.56,955.348,-0.0232,-0.0241857142857142,0.0213629759397135,0.2423474493170253,-0.0882166980634577,2025-11-11 11:28:45.711988
2020-03-03,Amazon,AMZN,Retail,Global,931.86,13895.93,14.91203646626182,78740.02,0.013,2211,0,0,-0.0262,0,1,68,69,70.81,14.8969,14.912,14.9647,14.8846,1152553,0.99116,-0.000892,903.81,957.5786666666668,-0.0237,-0.0245857142857142,0.0149741355839914,0.2020391004118515,0.078652279525667,2025-11-11 11:28:45.711988
2020-03-04,Amazon,AMZN,Retail,Global,954.64,14275.24,14.953527703689424,90303.47,0.011,2128,0,0,-0.0284,0,1,62,63,64.79,14.9157,14.9535,14.9582,14.8984,1351813,0.990203,-0.000966,1000.27,957.864,-0.0262,-0.0250428571428571,0.0027829935622316,0.1971618358704384,0.1468560714107005,2025-11-11 11:28:45.711988
2020-03-05,Amazon,AMZN,Retail,Global,984.7,14801.81,15.031799357321788,85102.11,0.014,2073,0,0,-0.0269,0,1,56,57,58.53,15.0585,15.0318,15.1686,14.9603,1365688,0.990853,0.000656,994.23,955.357,-0.0284,-0.0251571428571428,0.0052362323201926,0.2225932527963689,-0.0575986725648527,2025-11-11 11:28:45.711988
2020-03-06,Amazon,AMZN,Retail,Global,932.25,14029.12,15.048664041692364,73505.57,0.02,2191,0,0,-0.0238,0,2,87,89,91.12,15.0346,15.0487,15.1041,15.0135,1540383,0.991938,0.001095,880.0,951.3383333333334,-0.0269,-0.0249714285714285,0.0011242831863116,0.2341239395013051,-0.1362661865845629,2025-11-11 11:28:45.711988
2020-03-07,Amazon,AMZN,Retail,Global,962.1,14512.71,15.084412020186155,72075.11,0.026,1687,0,0,-0.0253,0,1,59,60,61.52,14.9959,15.0844,15.1493,14.8877,1177219,0.99188,-5.8e-05,890.18,949.3276666666668,-0.0238,-0.0253571428571428,0.002372297939357,0.2516528220726612,-0.0194605660496205,2025-11-11 11:28:45.711988
2020-03-08,Amazon,AMZN,Retail,Global,945.68,14505.99,15.339221298477645,79348.17,0.0,1898,0,0,-0.0249,0,1,60,61,62.52,15.3501,15.3392,15.3934,15.2984,1554968,0.992683,0.000809,948.17,945.889,-0.0253,-0.0256,0.0168916231338336,0.195700068131459,0.1009094540403754,2025-11-11 11:28:45.711988
2020-03-09,Amazon,AMZN,Retail,Global,953.67,14579.43,15.287706537088177,90746.97,0.032,1778,0,0,-0.0243,0,1,70,71,72.72,15.2994,15.2877,15.3937,15.2571,1316043,0.992972,0.000291,922.75,946.6463333333334,-0.0249,-0.0256857142857142,-0.0033574110775008,0.1615136733117579,0.1436554869507387,2025-11-11 11:28:45.711988
2020-03-10,Amazon,AMZN,Retail,Global,992.79,15314.11,15.425327566038654,86658.93,0.008,1946,0,0,-0.0274,0,2,82,84,86.3,15.4541,15.4253,15.4635,15.3659,1027801,0.992456,-0.00052,931.86,941.1753333333332,-0.0243,-0.0258571428571428,0.0090006999090772,0.1805633749710685,-0.0450487768351935,2025-11-11 11:28:45.711988
2020-03-11,Amazon,AMZN,Retail,Global,932.82,14200.96,15.223692606494756,76155.59,0.039,1924,0,0,-0.0266,0,1,64,65,66.73,15.2363,15.2237,15.2614,15.1992,1746548,0.992745,0.000291,954.64,941.8913333333333,-0.0274,-0.0256,-0.0130694378715487,0.1542174840312943,-0.1212032043322021,2025-11-11 11:28:45.711988
2020-03-12,Amazon,AMZN,Retail,Global,881.94,13533.6,15.34526372037664,70551.89,0.014,1466,0,0,-0.023,0,1,80,81,82.87,15.3495,15.3453,15.3739,15.2695,1133302,0.993976,0.001239,984.7,938.887,-0.0266,-0.0250428571428571,0.0079875457346112,0.140133393933167,-0.0735822544346382,2025-11-11 11:28:45.711988
2020-03-13,Amazon,AMZN,Retail,Global,926.13,14153.53,15.282448125860784,78637.07,0.023,1795,0,0,-0.0207,0,1,56,57,58.18,15.2676,15.2824,15.3754,15.2267,1426292,0.993947,-2.9e-05,932.25,938.7483333333332,-0.023,-0.0246,-0.0040989749304346,0.1082150020406446,0.1145990560989933,2025-11-11 11:28:45.711988
2020-03-14,Amazon,AMZN,Retail,Global,958.08,14735.78,15.38052874060736,73371.28,0.021,2313,0,0,-0.0182,0,0,53,53,53.96,15.3656,15.3805,15.4108,15.2498,1164631,0.995199,0.001259,962.1,939.1523333333332,-0.0207,-0.0235857142857142,0.0064191488247917,0.0673423838801145,-0.0669632019606021,2025-11-11 11:28:45.711988
2020-03-15,Amazon,AMZN,Retail,Global,914.39,13881.38,15.181022987244754,73785.9,0.015,1893,0,0,-0.0215,0,1,80,81,82.74,15.2015,15.181,15.4501,15.0219,1491299,0.993103,-0.002106,945.68,939.0686666666668,-0.0182,-0.0231,-0.012970969734404,0.0861977764600498,0.0056509849630534,2025-11-11 11:28:45.711988
2020-03-16,Amazon,AMZN,Retail,Global,914.77,13980.69,15.28328529936272,73408.26,0.029,2036,0,0,-0.0202,0,1,89,90,91.81,15.2785,15.2833,15.4063,15.1634,1282761,0.99376,0.000662,953.67,935.9446666666666,-0.0215,-0.0225142857142857,0.0067386865160399,0.0863498062974613,-0.0051180510097457,2025-11-11 11:28:45.711988
